uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink,769 - Cult of the Dead,771 - General Character of Religion,772 - Cosmology,773 - Mythology,774 - Animism,775 - Eschatology,776 - Spirits and Gods,777 - Luck and Chance,778 - Sacred Objects and Places,779 - Theological Systems,787 - Revelation and Divination,match_flag
20f3b779-9ecb-4274-b312-bb3b3db5306b,"Fletcher, Alice C. (Alice Cunningham),
         1838-1923",The Omaha tribe,1911,487,Monograph,Omaha,North America,Plains and Plateau,primarily hunter-gatherers,,"278,575,752,756,787",https://ehrafworldcultures.yale.edu/sres/20f3b779-9ecb-4274-b312-bb3b3db5306b,0,0,0,0,0,0,0,0,0,0,1,False
8633c97f-29d2-40fd-affb-1e49f8f26999,"Drobnjakovic, BorivojÃ© M.",Jasenica: anthropogeographical research,1973,100,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"166,361,592,596,776",https://ehrafworldcultures.yale.edu/sres/8633c97f-29d2-40fd-affb-1e49f8f26999,0,0,0,0,0,0,1,0,0,0,0,False
5a6285e4-04d0-4256-bf87-a407d4258dce,"Downs, James F.",The Navajo,1972,95,Monograph,Navajo,North America,Southwest and Basin,agro-pastoralists,,"121,302,761,771,821",https://ehrafworldcultures.yale.edu/sres/5a6285e4-04d0-4256-bf87-a407d4258dce,0,1,0,0,0,0,0,0,0,0,0,False
92dc5f94-c932-4c0d-bc95-84acd0683542,"Murra, John V.",The economic organization of the Inka State,1980,170,Monograph,Inka,South America,Central Andes,intensive agriculturalists,,"357,651,776,778,782",https://ehrafworldcultures.yale.edu/sres/92dc5f94-c932-4c0d-bc95-84acd0683542,0,0,0,0,0,0,1,0,1,0,0,False
bf2d5034-5d6d-4490-bd09-01ab976b044d,"Kronenberg, Andreas",The Teda of Tibesti,1958,137,Monograph,Teda,Africa,Central Africa,agro-pastoralists,,787,https://ehrafworldcultures.yale.edu/sres/bf2d5034-5d6d-4490-bd09-01ab976b044d,0,0,0,0,0,0,0,0,0,0,1,False
d73a5b43-8f45-4cf8-92b7-a365dda31ad0,"Hogbin, Herbert Ian, 1904-",Native land tenure in New Guinea,1940,158,Monograph,Wogeo,Oceania,Melanesia,other subsistence combinations,,"552,776,778",https://ehrafworldcultures.yale.edu/sres/d73a5b43-8f45-4cf8-92b7-a365dda31ad0,0,0,0,0,0,0,1,0,1,0,0,False
2351dd5a-a9d8-44bd-8ec0-e41380908faf,"Titiev, Mischa, 1901-",The Hopi Indians of Old Oraibi: change and continuity,1972,362,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"775,836",https://ehrafworldcultures.yale.edu/sres/2351dd5a-a9d8-44bd-8ec0-e41380908faf,0,0,0,0,0,1,0,0,0,0,0,False
6ed57466-df4e-42f2-ae1d-d9e23b4f3dda,"Talayesva, Don C., 1890-",Sun chief: the autobiography of a Hopi Indian,1942,62,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"776,825,857,867",https://ehrafworldcultures.yale.edu/sres/6ed57466-df4e-42f2-ae1d-d9e23b4f3dda,0,0,0,0,0,0,1,0,0,0,0,False
74b2ad9d-f9be-4072-bec7-063fe63343bd,"Whiting, John Wesley Mayhew, 1908-",Kwoma journal,1970,144,Monograph,Kwoma,Oceania,Melanesia,other subsistence combinations,,"115,787",https://ehrafworldcultures.yale.edu/sres/74b2ad9d-f9be-4072-bec7-063fe63343bd,0,0,0,0,0,0,0,0,0,0,1,False
fae24581-914e-44d1-91a7-8bb2bb83c679,"Williamson, Robert G.",Slave Indian legends,1955,137,Journal Article,Slavey,North America,Arctic and Subarctic,hunter-gatherers,,"5,310,773",https://ehrafworldcultures.yale.edu/sres/fae24581-914e-44d1-91a7-8bb2bb83c679,0,0,0,1,0,0,0,0,0,0,0,False
4e8e35aa-dca5-4d6b-94d9-57bdc16aad6d,"Griffiths, Walter G.",The Kol tribe of central India,1946,180,Monograph,Kol,Asia,South Asia,intensive agriculturalists,,"372,751,776,789",https://ehrafworldcultures.yale.edu/sres/4e8e35aa-dca5-4d6b-94d9-57bdc16aad6d,0,0,0,0,0,0,1,0,0,0,0,False
d0e54b90-74f8-4d8f-be72-161acb81cd26,"Schultz, James Willard, 1859-1947","Blackfeet and buffalo: memories of life among the
         Indians",1962,193,Monograph,Blackfoot,North America,Plains and Plateau,hunter-gatherers,,"721,778",https://ehrafworldcultures.yale.edu/sres/d0e54b90-74f8-4d8f-be72-161acb81cd26,0,0,0,0,0,0,0,0,1,0,0,False
b5e6feb7-dfb7-484b-bd3b-79ef4b99d808,"Gusinde, Martin, 1886-1969","The Fireland Indians: Vol. 1. The Selk'nam, on the life and
         thought of a hunting people of the Great Island of Tierra del Fuego",1931,834,Monograph,Ona,South America,Southern South America,hunter-gatherers,,"539,775,776",https://ehrafworldcultures.yale.edu/sres/b5e6feb7-dfb7-484b-bd3b-79ef4b99d808,0,0,0,0,0,1,1,0,0,0,0,False
37553d08-e20d-4c50-aa07-3325bebd06d3,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,153,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"535,787,791,827",https://ehrafworldcultures.yale.edu/sres/37553d08-e20d-4c50-aa07-3325bebd06d3,0,0,0,0,0,0,0,0,0,0,1,False
797810c8-a7e7-465e-b4a8-4f746ef44972,"Stevenson, Matilda Coxe Evans,
         1850-1915","The Zuni Indians: their mythology, esoteric fraternities, and
         ceremonies",1904,113,Essay,Zuni,North America,Southwest and Basin,intensive agriculturalists,,"283,778,794,796",https://ehrafworldcultures.yale.edu/sres/797810c8-a7e7-465e-b4a8-4f746ef44972,0,0,0,0,0,0,0,0,1,0,0,False
f57584fe-90f8-40b3-afbf-9aed74451191,"Pavlovic, Jeremija M.","Folk life and customs in the Kragujevac region of the Jasenica
         in Sumdaija",1973,- 133 -,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"178,608,787",https://ehrafworldcultures.yale.edu/sres/f57584fe-90f8-40b3-afbf-9aed74451191,0,0,0,0,0,0,0,0,0,0,1,False
78bcd4e0-1ebe-49fe-92a9-8a1b997ee8f3,"Antropova, V. V.",The Chukchi,1964,824,Essay,Chukchee,Asia,North Asia,pastoralists,,"773,776",https://ehrafworldcultures.yale.edu/sres/78bcd4e0-1ebe-49fe-92a9-8a1b997ee8f3,0,0,0,1,0,0,1,0,0,0,0,False
e3328afc-a303-4b51-9038-fac5fe014578,"Sherap, Paul, 1887-","A Tibetan on Tibet: being the travels and observations of Mr.
         Paul Sherap (Dorje ZoÌˆdba) of Tachienlu; with an introductory chapter on Buddhism and a
         concluding chapter on the devil dance",1926,55,Monograph,Tibetans,Asia,Central Asia,intensive agriculturalists,,"527,776,782,792,796",https://ehrafworldcultures.yale.edu/sres/e3328afc-a303-4b51-9038-fac5fe014578,0,0,0,0,0,0,1,0,0,0,0,False
94fa1dc4-43bb-4c86-99f4-ef603f734feb,"Malinowski, Bronislaw, 1884-1942","The sexual life of savages in northwestern Melanesia: Vol. 1
         and 2",1929,550,Monograph,Trobriands,Oceania,Melanesia,other subsistence combinations,,"539,773",https://ehrafworldcultures.yale.edu/sres/94fa1dc4-43bb-4c86-99f4-ef603f734feb,0,0,0,1,0,0,0,0,0,0,0,False
69bbb5e9-8bd0-4d57-8ed5-81b4f072c4a6,"Densmore, Frances, 1867-1957",Pawnee music,1929,117,Monograph,Pawnee,North America,Plains and Plateau,other subsistence combinations,,"152,304,539,765,787",https://ehrafworldcultures.yale.edu/sres/69bbb5e9-8bd0-4d57-8ed5-81b4f072c4a6,0,0,0,0,0,0,0,0,0,0,1,False
321bbfbe-9413-49c6-b1af-3e173459eaa5,"Dulawan, Lourdes",Ifugao baki: rituals for man and rice culture,1985,41,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"243,776,782,901,902",https://ehrafworldcultures.yale.edu/sres/321bbfbe-9413-49c6-b1af-3e173459eaa5,0,0,0,0,0,0,1,0,0,0,0,False
f8f86471-d823-4a94-abdd-87352983b3f5,"Burling, Robbins, 1926-",Rengsanggri: family and kinship in a Garo village,1963,54,Monograph,Garo,Asia,South Asia,horticulturalists,,"753,755,776,782",https://ehrafworldcultures.yale.edu/sres/f8f86471-d823-4a94-abdd-87352983b3f5,0,0,0,0,0,0,1,0,0,0,0,False
53210b55-560f-49fd-83b2-80dbd88e5d97,"Rouch, Jean",Les Songhay,1954,61,Monograph,Songhai,Africa,Western Africa,intensive agriculturalists,,"764,769,776,782",https://ehrafworldcultures.yale.edu/sres/53210b55-560f-49fd-83b2-80dbd88e5d97,1,0,0,0,0,0,1,0,0,0,0,False
008ec582-09f3-48b1-a667-377ea37129af,"Bellman, Beryl Larry, 1941-","The language of secrecy: symbols & metaphors in Poro
         ritual",1984,147,Monograph,Kpelle,Africa,Western Africa,horticulturalists,,"114,123,755,756,787",https://ehrafworldcultures.yale.edu/sres/008ec582-09f3-48b1-a667-377ea37129af,0,0,0,0,0,0,0,0,0,0,1,False
f515ffac-d6fe-4449-bc90-7eb83990e0c4,"Leenhardt, Maurice, 1878-1954",Do kamo: person and myth in the Melanesian world,1979,99,Monograph,Kanak,Oceania,Melanesia,intensive agriculturalists,,"156,192,772",https://ehrafworldcultures.yale.edu/sres/f515ffac-d6fe-4449-bc90-7eb83990e0c4,0,0,1,0,0,0,0,0,0,0,0,False
507c13b6-76be-47f7-a761-bbf2ff2ba440,"Dieterlen, Germaine",An essay on the religion of the Bambara,1951,176,"Component part(s), monograph",Bambara,Africa,Western Africa,agro-pastoralists,,"428,778,794",https://ehrafworldcultures.yale.edu/sres/507c13b6-76be-47f7-a761-bbf2ff2ba440,0,0,0,0,0,0,0,0,1,0,0,False
3eb6237c-5502-4910-a81e-79cc6b4e75ec,"McCreery, John Linwood",The symbolism of popular Taoist magic,1974,97,Monograph,Taiwan Hokkien,Asia,East Asia,intensive agriculturalists,,"436,651,778",https://ehrafworldcultures.yale.edu/sres/3eb6237c-5502-4910-a81e-79cc6b4e75ec,0,0,0,0,0,0,0,0,1,0,0,False
7df9dbef-929d-4a64-80ef-d2c9beb4bce3,"Brundage, Burr Cartwright, 1912-",A rain of darts: the Mexica Aztecs,1972,167,Monograph,Aztecs,Middle America and the Caribbean,Central Mexico,intensive agriculturalists,,776,https://ehrafworldcultures.yale.edu/sres/7df9dbef-929d-4a64-80ef-d2c9beb4bce3,0,0,0,0,0,0,1,0,0,0,0,False
9d51a358-f4a2-4017-9943-979acae14395,"Gusinde, Martin, 1886-1969","The Fireland Indians: Vol. 1. The Selk'nam, on the life and
         thought of a hunting people of the Great Island of Tierra del Fuego",1931,1104,Monograph,Ona,South America,Southern South America,hunter-gatherers,,"754,756,775,787",https://ehrafworldcultures.yale.edu/sres/9d51a358-f4a2-4017-9943-979acae14395,0,0,0,0,0,1,0,0,0,0,1,False
6e16b218-3403-4a71-9b76-107d0491596a,"Silverblatt, Irene Marsha","Moon, sun, and witches: gender ideologies and class in Inca
         and colonial Peru",1987,31,Monograph,Inka,South America,Central Andes,intensive agriculturalists,,"602,772,776,890",https://ehrafworldcultures.yale.edu/sres/6e16b218-3403-4a71-9b76-107d0491596a,0,0,1,0,0,0,1,0,0,0,0,False
e428f885-9ca7-4228-8b67-92bc1910667b,"Nygren, Anja","Struggle over meanings: reconstruction of indigenous
         mythology, cultural identity, and social representation",1998,50,Journal Article,Talamancans,Middle America and the Caribbean,Central America,other subsistence combinations,,"178,773,776,829",https://ehrafworldcultures.yale.edu/sres/e428f885-9ca7-4228-8b67-92bc1910667b,0,0,0,1,0,0,1,0,0,0,0,False
b752c181-5c2b-42a2-8019-09272b3d2a2d,"Oliver, Douglas L.","A Solomon Island society: kinship and leadership among the
            Siuai of Bougainville",1955,49,Monograph,Siwai,Oceania,Melanesia,agro-pastoralists,,"173,614,631,773",https://ehrafworldcultures.yale.edu/sres/b752c181-5c2b-42a2-8019-09272b3d2a2d,0,0,0,1,0,0,0,0,0,0,0,False
2b8eb3e8-595b-4ad0-a92c-c56dfa3e54c3,"Rongmuthu, Dewansingh Shangma",The folk-tales of the Garos,1960,[p.266],Monograph,Garo,Asia,South Asia,horticulturalists,,"539,773",https://ehrafworldcultures.yale.edu/sres/2b8eb3e8-595b-4ad0-a92c-c56dfa3e54c3,0,0,0,1,0,0,0,0,0,0,0,False
3fb4dd11-c18c-4333-b7b1-13089ae18a73,"Hurault, Jean",The Boni refugee Blacks of French Guiana,1961,374,Monograph,Ndyuka,South America,Amazon and Orinoco,horticulturalists,,"754,766,775,787",https://ehrafworldcultures.yale.edu/sres/3fb4dd11-c18c-4333-b7b1-13089ae18a73,0,0,0,0,0,1,0,0,0,0,1,False
e0d64267-bd31-420a-8f34-2c3bcd621c1c,"Cole, John Tafel","The human soul in the Aymara culture of Pumasara: an
         ethnographic study in the light of George Herbert Mead and Martin Buber",1969,340,Monograph,Aymara,South America,Central Andes,horticulturalists,,"581,769,794,796,829",https://ehrafworldcultures.yale.edu/sres/e0d64267-bd31-420a-8f34-2c3bcd621c1c,1,0,0,0,0,0,0,0,0,0,0,False
2f9474b6-e300-4c99-a5ef-7cf5f20c8f0e,"Barton, Roy Franklin, 1883-1947",The religion of the Ifugao,1946,93,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"121,776",https://ehrafworldcultures.yale.edu/sres/2f9474b6-e300-4c99-a5ef-7cf5f20c8f0e,0,0,0,0,0,0,1,0,0,0,0,False
60cf3073-c9d2-4f5c-8214-15fe16690b23,"Morton-Williams, Peter","The Atinga cult among the south-western Yoruba: a sociological
         analysis of a witch-finding movement",1956,319,Journal Article,Yoruba,Africa,Western Africa,horticulturalists,,"754,787",https://ehrafworldcultures.yale.edu/sres/60cf3073-c9d2-4f5c-8214-15fe16690b23,0,0,0,0,0,0,0,0,0,0,1,False
f6d4666b-110f-4dee-9d7c-a8df00c0c3ef,"Jenness, Diamond, 1886-1969","The Ojibwa Indians of Parry Island, their social and religious
         life",1935,19,Monograph,Ojibwa,North America,Arctic and Subarctic,hunter-gatherers,,"774,827",https://ehrafworldcultures.yale.edu/sres/f6d4666b-110f-4dee-9d7c-a8df00c0c3ef,0,0,0,0,1,0,0,0,0,0,0,False
0d85536c-0f14-40ef-8dc6-6102cf0fcaa3,"Firth, Raymond, 1901-2002",History and traditions of Tikopia,1961,-21,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"773,821",https://ehrafworldcultures.yale.edu/sres/0d85536c-0f14-40ef-8dc6-6102cf0fcaa3,0,0,0,1,0,0,0,0,0,0,0,False
8353cae6-428d-4617-8e60-00d0541a0a13,"Lambrecht, Francis",The Mayawyaw ritual: VI. illness and its ritual,1955,154,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"755,776,793",https://ehrafworldcultures.yale.edu/sres/8353cae6-428d-4617-8e60-00d0541a0a13,0,0,0,0,0,0,1,0,0,0,0,False
46eba288-c184-4ab8-b870-4321e84008a0,"McIlwraith, T. F. (Thomas Forsyth),
         1899-1964",The Bella Coola Indians: volume one,1948,580,Monograph,Nuxalk,North America,Northwest Coast and California,hunter-gatherers,,"264,465,753,755,756,000",https://ehrafworldcultures.yale.edu/sres/46eba288-c184-4ab8-b870-4321e84008a0,0,0,0,0,0,1,0,0,0,0,0,False
34a5f350-8bda-49ea-ac8e-d6538c2e5a29,"Adriani, Nicolaus, 1865-1926","The Bare'e-speaking Toradja of central Celebes (the East
         Toradja): second volume",1951,339,Monograph,Eastern Toraja,Asia,Southeast Asia,horticulturalists,,"554,779,792,852",https://ehrafworldcultures.yale.edu/sres/34a5f350-8bda-49ea-ac8e-d6538c2e5a29,0,0,0,0,0,0,0,0,0,1,0,False
bbdad6ed-48b3-4787-8499-65417a2852f8,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,367,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"361,755,787",https://ehrafworldcultures.yale.edu/sres/bbdad6ed-48b3-4787-8499-65417a2852f8,0,0,0,0,0,0,0,0,0,0,1,False
25fe7050-540c-48f6-b456-33d45ed1d39c,"Courlander, Harold, 1908-1996","The drum and the hoe: life and lore of the Haitian
         people",1960,[p. 41],"Component part(s), monograph",Haitians,Middle America and the Caribbean,Caribbean,commercial economy,,"787,789,793,794,796",https://ehrafworldcultures.yale.edu/sres/25fe7050-540c-48f6-b456-33d45ed1d39c,0,0,0,0,0,0,0,0,0,0,1,False
ba1cac4b-ec18-49ac-b204-7c86ed18cdac,"Ling, Shun-sheng","A report on an investigation of the Miao of western
         Hunan",1947,266,"Component part(s), monograph",Miao,Asia,East Asia,intensive agriculturalists,,"776,782,842",https://ehrafworldcultures.yale.edu/sres/ba1cac4b-ec18-49ac-b204-7c86ed18cdac,0,0,0,0,0,0,1,0,0,0,0,False
5abfa528-8c7e-42da-8145-458b69a2098f,"Wagley, Charles, 1913-",World view of the TapirapÃ© Indians,1940,254,Journal Article,TapirapÃ©,South America,Eastern South America,other subsistence combinations,,773,https://ehrafworldcultures.yale.edu/sres/5abfa528-8c7e-42da-8145-458b69a2098f,0,0,0,1,0,0,0,0,0,0,0,False
1190dade-8df9-40e4-a832-8ed0dfbc1e8b,"Aschwanden, Herbert, 1933-","Symbols of death: an analysis of the consciousness of the
         Karanga",1987,288,Monograph,Shona,Africa,Southern Africa,agro-pastoralists,,"121,152,182,264,431,000,000,000,000,000,000,000,000,000,000,000,000",https://ehrafworldcultures.yale.edu/sres/1190dade-8df9-40e4-a832-8ed0dfbc1e8b,1,0,0,0,0,1,0,0,0,0,1,False
3fc1601b-3173-44d8-8612-96cdad0e0fcf,"Whitten, Norman E.","Sicuanga Runa: the other side of development in Amazonian
         Ecuador",1985,150,Monograph,Canelos Quichua,South America,Amazon and Orinoco,horticulturalists,,"533,756,776,787",https://ehrafworldcultures.yale.edu/sres/3fc1601b-3173-44d8-8612-96cdad0e0fcf,0,0,0,0,0,0,1,0,0,0,1,False
b8c1fd6b-df3b-40ad-8056-1bcd9c2ab598,"Junod, Henri Alexandre, 1863-1934",The life of a South African tribe: vol. 2,1927,382,Monograph,Tsonga,Africa,Southern Africa,agro-pastoralists,,"776,778",https://ehrafworldcultures.yale.edu/sres/b8c1fd6b-df3b-40ad-8056-1bcd9c2ab598,0,0,0,0,0,0,1,0,1,0,0,False
550605d5-2d49-4bc0-9f0d-2cf456959bf5,"Harwood, Alan","Rx, spiritist as needed: a study of a Puerto Rican community
         mental health resource",1987,108,Monograph,Puerto Ricans (Mainland),North America,"Regional, Ethnic and Diaspora Cultures",commercial economy,,"775,776,787",https://ehrafworldcultures.yale.edu/sres/550605d5-2d49-4bc0-9f0d-2cf456959bf5,0,0,0,0,0,1,1,0,0,0,1,False
6ca8995a-3555-4a72-a091-346815617dad,"Basden, George Thomas, 1873-1944","Niger Ibos: a description of the primitive life, customs and
         animistic beliefs, etc., of the Ibo people of Nigeria",1966,44,Monograph,Igbo,Africa,Western Africa,horticulturalists,,"776,778",https://ehrafworldcultures.yale.edu/sres/6ca8995a-3555-4a72-a091-346815617dad,0,0,0,0,0,0,1,0,1,0,0,False
083a0ae8-812f-4028-907b-383bd9579469,"Davenport, William","Social organization notes on the Southern Santa Cruz Islands:
         Utupua and Vanikoro",1969,222,Journal Article,Santa Cruz Islanders,Oceania,Melanesia,horticulturalists,,"262,613,773,784,902",https://ehrafworldcultures.yale.edu/sres/083a0ae8-812f-4028-907b-383bd9579469,0,0,0,1,0,0,0,0,0,0,0,False
befdcfa4-3ed4-4853-8ae1-e6086a19a54d,"Lambrecht, Francis",The Mayawyaw ritual: VI. illness and its ritual,1955,95,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"539,732,755,775,776,000,000",https://ehrafworldcultures.yale.edu/sres/befdcfa4-3ed4-4853-8ae1-e6086a19a54d,0,0,0,0,0,1,1,0,0,0,0,False
29178d62-009d-41e8-9dbb-5f7f547c5028,"Harrington, M. R. (Mark Raymond),
         1882-1971",Sacred bundles of the Sac and Fox Indians,1914,226,Monograph,Fox,North America,Eastern Woodlands,other subsistence combinations,,"2,245,311,778,789,820",https://ehrafworldcultures.yale.edu/sres/29178d62-009d-41e8-9dbb-5f7f547c5028,0,0,0,0,0,0,0,0,1,0,0,False
0b5b3445-1dca-4168-863f-b79da9f6ed23,"Firth, Raymond, 1901-2002",Privilege ceremonials in Tikopia,1951,171,Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"533,539,613,775,776,000,000",https://ehrafworldcultures.yale.edu/sres/0b5b3445-1dca-4168-863f-b79da9f6ed23,0,0,0,0,0,1,1,0,0,0,0,False
c395a376-92d9-4df7-bdd0-ac145492057d,"Zingg, Robert M. (Robert Mowry),
         1900-1957","Report of the Mr. and Mrs. Henry Pfeiffer expedition for
         Huichol ethnography: the Huichols: primitive artists",1938,154,Monograph,Huichol,Middle America and the Caribbean,Northern Mexico,other subsistence combinations,,"177,764,769,775",https://ehrafworldcultures.yale.edu/sres/c395a376-92d9-4df7-bdd0-ac145492057d,1,0,0,0,0,1,0,0,0,0,0,False
c758f3a2-ee1c-40ac-8ae0-b9d766541fbb,"Argyle, William John, 1931-","The Fon of Dahomey: a history and ethnography of the Old
         Kingdom",1966,4,Monograph,Fon,Africa,Western Africa,horticulturalists,,"173,174,773",https://ehrafworldcultures.yale.edu/sres/c758f3a2-ee1c-40ac-8ae0-b9d766541fbb,0,0,0,1,0,0,0,0,0,0,0,False
13ffac0c-035a-45ec-b63e-eab70437f161,"Peshkin, Alan","Kanuri schoolchildren; education and social mobilization in
         Nigeria",1972,74,Monograph,Kanuri,Africa,Western Africa,intensive agriculturalists,,"164,301,493,771",https://ehrafworldcultures.yale.edu/sres/13ffac0c-035a-45ec-b63e-eab70437f161,0,1,0,0,0,0,0,0,0,0,0,False
dd25a153-d7d2-4bea-b8ff-525cb6137d79,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973",Nuer religion,1956,47,Monograph,Nuer,Africa,Eastern Africa,agro-pastoralists,,"533,534,776,778,792",https://ehrafworldcultures.yale.edu/sres/dd25a153-d7d2-4bea-b8ff-525cb6137d79,0,0,0,0,0,0,1,0,1,0,0,False
be692736-f452-4249-9f2a-83253e88429a,"Mukherjea, Charulal",The Santals,1962,198,Monograph,Santal,Asia,South Asia,intensive agriculturalists,,"574,584,787",https://ehrafworldcultures.yale.edu/sres/be692736-f452-4249-9f2a-83253e88429a,0,0,0,0,0,0,0,0,0,0,1,False
b6879d65-5e89-42a7-805d-a48eb8c0e6f4,"LeVine, Sarah (Sarah E.)",The dreams of young Gusii women: a content analysis,1982,69,Journal Article,Gusii,Africa,Eastern Africa,horticulturalists,,"152,171,787",https://ehrafworldcultures.yale.edu/sres/b6879d65-5e89-42a7-805d-a48eb8c0e6f4,0,0,0,0,0,0,0,0,0,0,1,False
af07fb03-e7ef-4c06-a6e4-a9dc48334281,"MacLean, Hope, 1949-","The ""deified"" heart: Huichol Indian soul-concepts and shamanic
         art",2000,88,Journal Article,Huichol,Middle America and the Caribbean,Northern Mexico,other subsistence combinations,,"5,311,787",https://ehrafworldcultures.yale.edu/sres/af07fb03-e7ef-4c06-a6e4-a9dc48334281,0,0,0,0,0,0,0,0,0,0,1,False
7bdde0d5-8490-4ffb-a331-ef34d3edb632,"Musil, Alois, 1868-1944",The manners and customs of the Rwala Bedouins,1928,415,Monograph,Rwala Bedouin,Middle East,Middle East,pastoralists,,"776,823",https://ehrafworldcultures.yale.edu/sres/7bdde0d5-8490-4ffb-a331-ef34d3edb632,0,0,0,0,0,0,1,0,0,0,0,False
fd3f26d7-f5b4-4c93-a6ab-b4fbd81e7dc7,"Izikowitz, Karl Gustav, 1903-1984",Lamet: hill peasants in French Indochina,1951,247,Monograph,Rmeet,Asia,Southeast Asia,horticulturalists,,"243,774,782",https://ehrafworldcultures.yale.edu/sres/fd3f26d7-f5b4-4c93-a6ab-b4fbd81e7dc7,0,0,0,0,1,0,0,0,0,0,0,False
76c80c81-6502-4ca9-87db-cabc6ed46f7b,"Nimmo, Harry",Religious beliefs of the Tawi-Tawi Bajau,1990,19,Journal Article,Sama-Bajau,Asia,Southeast Asia,primarily hunter-gatherers,,"771,776,781",https://ehrafworldcultures.yale.edu/sres/76c80c81-6502-4ca9-87db-cabc6ed46f7b,0,1,0,0,0,0,1,0,0,0,0,False
77fe979f-bcfb-4d47-9c90-9a5a9a094ed4,"Schaeffer, Claude E.",Early Christian mission of the Kutenai Indians,1971,[341],Journal Article,Kutenai,North America,Plains and Plateau,hunter-gatherers,,"177,761,787,797",https://ehrafworldcultures.yale.edu/sres/77fe979f-bcfb-4d47-9c90-9a5a9a094ed4,0,0,0,0,0,0,0,0,0,0,1,False
a1c94a19-c036-4ee0-9ce7-c4287404f78b,"Fletcher, Alice C. (Alice Cunningham),
         1838-1923",The Hako: a Pawnee ceremony,1904,55,Monograph,Pawnee,North America,Plains and Plateau,other subsistence combinations,,"539,776,796",https://ehrafworldcultures.yale.edu/sres/a1c94a19-c036-4ee0-9ce7-c4287404f78b,0,0,0,0,0,0,1,0,0,0,0,False
a9321847-cbff-446a-a5b8-e15e0f5a723c,"Kahn, Susan Martha, 1963-","Reproducing Jews: a cultural account of assisted conception in
         Israel",2000,95,Monograph,Israelis,Middle East,Middle East,commercial economy,,"582,779,793,833,842",https://ehrafworldcultures.yale.edu/sres/a9321847-cbff-446a-a5b8-e15e0f5a723c,0,0,0,0,0,0,0,0,0,1,0,False
1f85a339-49e4-4d74-8e49-b2865496b259,"Henderson, Richard N.","The king in every man: evolutionary trends in Onitsha Ibo
         society and culture",1972,366,Monograph,Igbo,Africa,Western Africa,horticulturalists,,"128,178,182,554,561,000,000,000,000,000,000,000",https://ehrafworldcultures.yale.edu/sres/1f85a339-49e4-4d74-8e49-b2865496b259,1,0,0,0,0,0,0,0,0,0,0,False
a38bae65-5468-41ed-bde7-0f0fa94f5d18,"Felkin, Robert William, 1853-1926",Notes on the For Tribe of Central Africa,1886,238,Journal Article,Fur,Africa,Eastern Africa,intensive agriculturalists,,"5,310,773",https://ehrafworldcultures.yale.edu/sres/a38bae65-5468-41ed-bde7-0f0fa94f5d18,0,0,0,1,0,0,0,0,0,0,0,False
2982683c-5a6c-49ed-9fab-839e83a08a11,"Lambrecht, Francis",The Mayawyaw ritual: VI. illness and its ritual,1955,80,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"539,775,776,782,793,000,000",https://ehrafworldcultures.yale.edu/sres/2982683c-5a6c-49ed-9fab-839e83a08a11,0,0,0,0,0,1,1,0,0,0,0,False
79b136ca-f3a0-4f8a-bffc-850407486269,"Lambrecht, Francis",The Mayawyaw ritual: VI. illness and its ritual,1955,80,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"539,775,776,782,793,000,000",https://ehrafworldcultures.yale.edu/sres/79b136ca-f3a0-4f8a-bffc-850407486269,0,0,0,0,0,1,1,0,0,0,0,False
4f2dacc9-a6a5-4db2-a6eb-1cea1d88b8a9,"Wagley, Charles, 1913-",Economics of a Guatemalan village,1941,17,Monograph,Mam Maya,Middle America and the Caribbean,Maya Area,horticulturalists,,"684,773,776,789",https://ehrafworldcultures.yale.edu/sres/4f2dacc9-a6a5-4db2-a6eb-1cea1d88b8a9,0,0,0,1,0,0,1,0,0,0,0,False
150ce852-4e68-4c73-9154-f7a6bfb4d29e,"Williams, Thomas, 1815-1891",The islands and their inhabitants,1860,171,"Component part(s), monograph",Bau Fijians,Oceania,Polynesia,primarily hunter-gatherers,,773,https://ehrafworldcultures.yale.edu/sres/150ce852-4e68-4c73-9154-f7a6bfb4d29e,0,0,0,1,0,0,0,0,0,0,0,False
